30.0 0.0010 0.5201255
30.0 0.0011 0.5148048
30.0 0.0012 0.5094964
30.0 0.0012 0.5042005
30.0 0.0013 0.4989173
30.0 0.0014 0.4936469
30.0 0.0015 0.4883895
30.0 0.0017 0.4831453
30.0 0.0018 0.4779145
30.0 0.0019 0.4726974
30.0 0.0021 0.4674941
30.0 0.0022 0.4623048
30.0 0.0024 0.4571300
30.0 0.0026 0.4519697
30.0 0.0028 0.4468244
30.0 0.0030 0.4416942
30.0 0.0032 0.4365796
30.0 0.0035 0.4314807
30.0 0.0037 0.4263980
30.0 0.0040 0.4213317
30.0 0.0043 0.4162822
30.0 0.0046 0.4112499
30.0 0.0050 0.4062348
30.0 0.0053 0.4012368
30.0 0.0057 0.3962560
30.0 0.0062 0.3912921
30.0 0.0066 0.3863453
30.0 0.0072 0.3814154
30.0 0.0077 0.3765026
30.0 0.0083 0.3716069
30.0 0.0089 0.3667283
30.0 0.0096 0.3618671
30.0 0.0103 0.3570233
30.0 0.0111 0.3521972
30.0 0.0119 0.3473888
30.0 0.0128 0.3425986
30.0 0.0138 0.3378266
30.0 0.0148 0.3330732
30.0 0.0159 0.3283387
30.0 0.0171 0.3236234
30.0 0.0184 0.3189276
30.0 0.0198 0.3142518
30.0 0.0213 0.3095961
30.0 0.0229 0.3049612
30.0 0.0247 0.3003473
30.0 0.0265 0.2957549
30.0 0.0286 0.2911845
30.0 0.0307 0.2866366
30.0 0.0330 0.2821115
30.0 0.0355 0.2776099
30.0 0.0382 0.2731321
30.0 0.0411 0.2686782
30.0 0.0442 0.2642483
30.0 0.0476 0.2598422
30.0 0.0512 0.2554602
30.0 0.0550 0.2511022
30.0 0.0592 0.2467684
30.0 0.0636 0.2424591
30.0 0.0685 0.2381745
30.0 0.0736 0.2339147
30.0 0.0792 0.2296802
30.0 0.0852 0.2254714
30.0 0.0916 0.2212885
30.0 0.0986 0.2171319
30.0 0.1060 0.2130023
30.0 0.1140 0.2088999
30.0 0.1226 0.2048254
30.0 0.1319 0.2007793
30.0 0.1419 0.1967621
30.0 0.1526 0.1927744
30.0 0.1641 0.1888168
30.0 0.1765 0.1848900
30.0 0.1899 0.1809945
30.0 0.2042 0.1771311
30.0 0.2197 0.1733003
30.0 0.2363 0.1695027
30.0 0.2541 0.1657384
30.0 0.2733 0.1620075
30.0 0.2940 0.1583103
30.0 0.3162 0.1546471
29.575 0.0010 0.5273132
29.575 0.0011 0.5219190
29.575 0.0012 0.5165372
29.575 0.0012 0.5111682
29.575 0.0013 0.5058119
29.575 0.0014 0.5004687
29.575 0.0015 0.4951387
29.575 0.0017 0.4898220
29.575 0.0018 0.4845189
29.575 0.0019 0.4792297
29.575 0.0021 0.4739545
29.575 0.0022 0.4686935
29.575 0.0024 0.4634472
29.575 0.0026 0.4582156
29.575 0.0028 0.4529992
29.575 0.0030 0.4477981
29.575 0.0032 0.4426128
29.575 0.0035 0.4374435
29.575 0.0037 0.4322905
29.575 0.0040 0.4271542
29.575 0.0043 0.4220349
29.575 0.0046 0.4169330
29.575 0.0050 0.4118486
29.575 0.0053 0.4067816
29.575 0.0057 0.4017319
29.575 0.0062 0.3966995
29.575 0.0066 0.3916843
29.575 0.0072 0.3866863
29.575 0.0077 0.3817056
29.575 0.0083 0.3767422
29.575 0.0089 0.3717962
29.575 0.0096 0.3668678
29.575 0.0103 0.3619571
29.575 0.0111 0.3570642
29.575 0.0119 0.3521895
29.575 0.0128 0.3473330
29.575 0.0138 0.3424951
29.575 0.0148 0.3376761
29.575 0.0159 0.3328761
29.575 0.0171 0.3280957
29.575 0.0184 0.3233350
29.575 0.0198 0.3185945
29.575 0.0213 0.3138745
29.575 0.0229 0.3091755
29.575 0.0247 0.3044979
29.575 0.0265 0.2998420
29.575 0.0286 0.2952085
29.575 0.0307 0.2905977
29.575 0.0330 0.2860101
29.575 0.0355 0.2814462
29.575 0.0382 0.2769065
29.575 0.0411 0.2723911
29.575 0.0442 0.2679000
29.575 0.0476 0.2634330
29.575 0.0512 0.2589904
29.575 0.0550 0.2545722
29.575 0.0592 0.2501786
29.575 0.0636 0.2458097
29.575 0.0685 0.2414658
29.575 0.0736 0.2371473
29.575 0.0792 0.2328543
29.575 0.0852 0.2285872
29.575 0.0916 0.2243465
29.575 0.0986 0.2201325
29.575 0.1060 0.2159458
29.575 0.1140 0.2117868
29.575 0.1226 0.2076560
29.575 0.1319 0.2035539
29.575 0.1419 0.1994812
29.575 0.1526 0.1954384
29.575 0.1641 0.1914261
29.575 0.1765 0.1874450
29.575 0.1899 0.1834957
29.575 0.2042 0.1795789
29.575 0.2197 0.1756952
29.575 0.2363 0.1718451
29.575 0.2541 0.1680288
29.575 0.2733 0.1642463
29.575 0.2940 0.1604981
29.575 0.3162 0.1567842
29.156 0.0010 0.5345976
29.156 0.0011 0.5291288
29.156 0.0012 0.5236727
29.156 0.0012 0.5182295
29.156 0.0013 0.5127993
29.156 0.0014 0.5073823
29.156 0.0015 0.5019786
29.156 0.0017 0.4965885
29.156 0.0018 0.4912122
29.156 0.0019 0.4858498
29.156 0.0021 0.4805018
29.156 0.0022 0.4751681
29.156 0.0024 0.4698493
29.156 0.0026 0.4645455
29.156 0.0028 0.4592570
29.156 0.0030 0.4539841
29.156 0.0032 0.4487271
29.156 0.0035 0.4434864
29.156 0.0037 0.4382622
29.156 0.0040 0.4330550
29.156 0.0043 0.4278650
29.156 0.0046 0.4226926
29.156 0.0050 0.4175380
29.156 0.0053 0.4124010
29.156 0.0057 0.4072815
29.156 0.0062 0.4021796
29.156 0.0066 0.3970951
29.156 0.0072 0.3920280
29.156 0.0077 0.3869785
29.156 0.0083 0.3819466
29.156 0.0089 0.3769323
29.156 0.0096 0.3719358
29.156 0.0103 0.3669572
29.156 0.0111 0.3619968
29.156 0.0119 0.3570547
29.156 0.0128 0.3521311
29.156 0.0138 0.3472264
29.156 0.0148 0.3423408
29.156 0.0159 0.3374745
29.156 0.0171 0.3326280
29.156 0.0184 0.3278016
29.156 0.0198 0.3229956
29.156 0.0213 0.3182104
29.156 0.0229 0.3134465
29.156 0.0247 0.3087042
29.156 0.0265 0.3039841
29.156 0.0286 0.2992865
29.156 0.0307 0.2946120
29.156 0.0330 0.2899611
29.156 0.0355 0.2853342
29.156 0.0382 0.2807318
29.156 0.0411 0.2761540
29.156 0.0442 0.2716008
29.156 0.0476 0.2670722
29.156 0.0512 0.2625682
29.156 0.0550 0.2580889
29.156 0.0592 0.2536346
29.156 0.0636 0.2492054
29.156 0.0685 0.2448015
29.156 0.0736 0.2404232
29.156 0.0792 0.2360709
29.156 0.0852 0.2317449
29.156 0.0916 0.2274456
29.156 0.0986 0.2231735
29.156 0.1060 0.2189289
29.156 0.1140 0.2147124
29.156 0.1226 0.2105246
29.156 0.1319 0.2063659
29.156 0.1419 0.2022369
29.156 0.1526 0.1981382
29.156 0.1641 0.1940705
29.156 0.1765 0.1900344
29.156 0.1899 0.1860306
29.156 0.2042 0.1820596
29.156 0.2197 0.1781223
29.156 0.2363 0.1742190
29.156 0.2541 0.1703499
29.156 0.2733 0.1665153
29.156 0.2940 0.1627152
29.156 0.3162 0.1589500
28.743 0.0010 0.5419785
28.743 0.0011 0.5364341
28.743 0.0012 0.5309027
28.743 0.0012 0.5253844
28.743 0.0013 0.5198792
28.743 0.0014 0.5143873
28.743 0.0015 0.5089091
28.743 0.0017 0.5034445
28.743 0.0018 0.4979940
28.743 0.0019 0.4925576
28.743 0.0021 0.4871357
28.743 0.0022 0.4817285
28.743 0.0024 0.4763362
28.743 0.0026 0.4709591
28.743 0.0028 0.4655976
28.743 0.0030 0.4602519
28.743 0.0032 0.4549224
28.743 0.0035 0.4496093
28.743 0.0037 0.4443130
28.743 0.0040 0.4390339
28.743 0.0043 0.4337722
28.743 0.0046 0.4285284
28.743 0.0050 0.4233026
28.743 0.0053 0.4180947
28.743 0.0057 0.4129046
28.743 0.0062 0.4077322
28.743 0.0066 0.4025775
28.743 0.0072 0.3974405
28.743 0.0077 0.3923213
28.743 0.0083 0.3872198
28.743 0.0089 0.3821363
28.743 0.0096 0.3770708
28.743 0.0103 0.3720235
28.743 0.0111 0.3669946
28.743 0.0119 0.3619843
28.743 0.0128 0.3569928
28.743 0.0138 0.3520203
28.743 0.0148 0.3470672
28.743 0.0159 0.3421338
28.743 0.0171 0.3372204
28.743 0.0184 0.3323273
28.743 0.0198 0.3274550
28.743 0.0213 0.3226037
28.743 0.0229 0.3177740
28.743 0.0247 0.3129663
28.743 0.0265 0.3081810
28.743 0.0286 0.3034186
28.743 0.0307 0.2986795
28.743 0.0330 0.2939644
28.743 0.0355 0.2892736
28.743 0.0382 0.2846076
28.743 0.0411 0.2799667
28.743 0.0442 0.2753506
28.743 0.0476 0.2707594
28.743 0.0512 0.2661933
28.743 0.0550 0.2616522
28.743 0.0592 0.2571364
28.743 0.0636 0.2526460
28.743 0.0685 0.2481813
28.743 0.0736 0.2437426
28.743 0.0792 0.2393302
28.743 0.0852 0.2349445
28.743 0.0916 0.2305858
28.743 0.0986 0.2262547
28.743 0.1060 0.2219515
28.743 0.1140 0.2176768
28.743 0.1226 0.2134311
28.743 0.1319 0.2092150
28.743 0.1419 0.2050290
28.743 0.1526 0.2008738
28.743 0.1641 0.1967499
28.743 0.1765 0.1926581
28.743 0.1899 0.1885990
28.743 0.2042 0.1845732
28.743 0.2197 0.1805815
28.743 0.2363 0.1766243
28.743 0.2541 0.1727018
28.743 0.2733 0.1688142
28.743 0.2940 0.1649617
28.743 0.3162 0.1611445
